nodeA,nodeB,weight
clegane,pycelle,1
margaery,olenna,1
grace,sparrow,2
stark,waif,2
rob,stark,1
hound,waif,1
smalljon,snow,2
karstark,winterfell,1
knelt,smalljon,1
smalljon,stark,1
betray,throne,1
snow,wear,1
edd,snow,1
davos,shireen,1
baelish,gather,1
razdal,westeros,1
lannister,unburnt,1
man,meereen,1
drogo,mormont,1
dothraki,leader,2
mm,targaryen,1
khaleen,woman,1
dothrak,woman,1
kings,lannister,1
lannister,sparrow,2
castle,greyjoy,1
greyjoy,pyke,1
edd,stark,2
rickon,snow,2
snow,warden,1
khaleen,moro,1
drogo,moro,1
stark,unharmed,1
stark,stark's,2
baelish,brynden,1
crane,hghar,1
cersei,izembaro,1
bobono,stark,1
crane,joffrey,1
bobono,crane,2
crane,stark,3
greyjoy,uncle,1
aeron,euron,1
aerson,greyjoy,1
andal,targaryen,1
kinvara,stormborn,1
